stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
00000700,,"Steeles Ave E at Advance Blvd",,  43.698704, -79.696495,,,0,,,1
00000730,,"Steeles Ave E at Melanie Dr (W)",,  43.710072, -79.684311,,,0,,,1
00000740,,"Steeles Ave E at Melanie Dr (E)",,  43.712017, -79.682114,,,0,,,1
00000760,,"Steeles Ave E opp Pearson Convention Centre",,  43.721794, -79.671021,,,0,,,1
00000780,,"Steeles Ave E opp Parkhurst Sq",,  43.726460, -79.665665,,,0,,,0
00000790,,"Steeles Ave E at 3389 Steeles Ave E (Bombay Whse)",,  43.730907, -79.660500,,,0,,,0
00000800,,"Steeles Ave E at Goreway Dr",,  43.732727, -79.658417,,,0,,,1
00000810,,"Goreway Dr s/of Steeles Ave E",,  43.732258, -79.657242,,,0,,,0
00000820,,"Goreway Dr at Kenview Blvd",,  43.730598, -79.654915,,,0,,,0
00000830,,"Kenview Blvd e/of Goreway Dr",,  43.730827, -79.653572,,,0,,,0
00000840,,"Kenview Blvd at 5 Kenview Blvd",,  43.732227, -79.652077,,,0,,,0
00000850,,"Kenview Blvd at 11 Kenview Blvd",,  43.734577, -79.651321,,,0,,,0
00000900,,"Kenview Blvd e/of Castleview Dr (19 Kenview Blvd)",,  43.736900, -79.650597,,,0,,,0
00000910,,"Kenview Blvd at Parkshore Dr",,  43.738430, -79.645309,,,0,,,1
00000920,,"Finch Ave n/of Kenview Blvd",,  43.740513, -79.644081,,,0,,,0
00000930,,"Finch Ave s/of Steeles Ave",,  43.742649, -79.646980,,,0,,,1
00000940,,"Albion Rd s/of Steeles Ave",,  43.749302, -79.638863,,,0,,,0
00000941,,"Steeles Ave w/of Hwy 50",,  43.749512, -79.639534,,,0,,,0
00000942,,"Steeles Ave w/of Alcide St",,  43.751106, -79.634972,,,0,,,0
00000943,,"Steeles Ave w/of Signal Hill Ave",,  43.752865, -79.625320,,,0,,,0
00000944,,"Signal Hill Ave n/of Steinway Blvd",,  43.750763, -79.624100,,,0,,,0
00000945,,"Steinway Blvd n/of Albion Rd",,  43.748726, -79.628426,,,0,,,0
00000946,,"Steinway Blvd w/of Signal Hill Ave",,  43.750248, -79.625534,,,0,,,0
00000950,,"Hwy 50 at Claireport Cres (W)",,  43.747398, -79.635696,,,0,,,0
00000960,,"Hwy 50 at Claireport Cres (E)",,  43.747578, -79.632698,,,0,,,0
00000970,,"Albion Rd at Steinway Blvd",,  43.748005, -79.629143,,,0,,,0
00000980,,"Humberline Dr s/of Albion Rd",,  43.746399, -79.622139,,,0,,,1
00001090,,"Finch Ave at Longo Circle",,  43.733379, -79.633301,,,0,,,1
00001100,,"Finch Ave n/of Longo Circle",,  43.735844, -79.637100,,,0,,,1
00001110,,"Kenview Blvd w/of Finch Ave",,  43.739552, -79.644295,,,0,,,1
00001115,,"Kenview Blvd w/of Parkshore Dr",,  43.738495, -79.645546,,,0,,,1
00001120,,"Kenview Blvd at 26 Kenview Blvd",,  43.738125, -79.648888,,,0,,,1
00001130,,"Kenview Blvd at 14 Kenview Blvd",,  43.735588, -79.651222,,,0,,,1
00001140,,"Kenview Blvd at Paget Rd",,  43.734283, -79.651627,,,0,,,1
00001150,,"Kenview Blvd at Goreway Dr",,  43.730640, -79.654160,,,0,,,1
00001160,,"Goreway Dr btwn Kenview Blvd and Steeles Ave E",,  43.731449, -79.655571,,,0,,,1
00001170,,"Goreway Dr at Steeles Ave E",,  43.732861, -79.657417,,,0,,,1
00001180,,"Steeles Ave E at Parkhurst Sq",,  43.727177, -79.665413,,,0,,,1
00001230,,"Steeles Ave E w/of Melanie Dr (E)",,  43.711750, -79.682953,,,0,,,1
00001235,,"Steeles Ave E w/of Melanie Dr (W)",,  43.710007, -79.684929,,,0,,,1
00001237,,"Steeles Ave w/of Melanie Dr",,  43.707935, -79.687286,,,0,,,1
00001250,,"Steeles Ave E at Bramalea GO Station",,  43.702911, -79.692902,,,0,,,1
00001260,,"Steeles Ave E at Advance Blvd",,  43.698799, -79.697037,,,0,,,1
00001280,,"Steeles Ave E btwn Dixie Rd & West Dr",,  43.692760, -79.704132,,,0,,,1
00001300,,"Steeles Ave btwn Hwy 410 and West Drive",,  43.688606, -79.708687,,,0,,,0
00001315,,"Steeles Ave E e/of Resolution Dr",,  43.678406, -79.719986,,,0,,,1
00001320,,"Steeles Ave e/of Kennedy Rd",,  43.676125, -79.722481,,,0,,,0
00001340,,"Steeles Ave E at Orchard Dr",,  43.673527, -79.725250,,,0,,,0
00001345,,"Fletchers Creek Blvd at Gold Hill Rd",,  43.689388, -79.801254,,,0,,,1
00001350,,"Steeles Ave E at 152 Steeles Ave",,  43.670918, -79.728096,,,0,,,1
00001360,,"Steeles Ave E at Main St S",,  43.667065, -79.732368,,,0,,,0
00001430,,"Steeles Ave W at Tait Blvd",,  43.653912, -79.746826,,,0,,,1
00001440,,"Steeles Ave W w/of Bunyans Garden World",,  43.649109, -79.752182,,,0,,,1
00001450,,"Steeles Ave W at Chinguacousy Rd",,  43.647358, -79.754150,,,0,,,1
00001460,,"Steeles Ave W w/of James Potter Dr",,  43.643963, -79.757790,,,0,,,0
00001465,,"Steeles Ave W at Polonia Ave",,  43.642082, -79.759987,,,0,,,0
00001470,,"Steeles Ave at Churchville Rd",,  43.640358, -79.761765,,,0,,,1
00001480,,"Steeles Ave W e/of Creditview Rd",,  43.637348, -79.765152,,,0,,,0
00001490,,"Steeles Ave W e/of Financial Dr",,  43.633747, -79.769173,,,0,,,0
00001500,,"Financial - Zum Steeles Station Stop WB",,  43.631767, -79.771347,,,0,,,1
00001508,,"Mississauga Road - Zum Steeles Station Stop WB",,  43.626831, -79.776878,,,0,,,1
00001510,,"Mississauga Rd s/of Steeles Ave",,  43.626789, -79.775536,,,0,,,0
00001520,,"Mississauga Rd n/of Edgeware Rd",,  43.623436, -79.771049,,,0,,,0
00001530,,"Hereford St w/of Mississauga Rd",,  43.620548, -79.768578,,,0,,,1
00001540,,"Hereford St s/of Ironbridge Rd",,  43.618515, -79.767464,,,0,,,1
00001550,,"Hereford St w/of President's Choice Cir (Loblaws)",,  43.617119, -79.768242,,,0,,,1
00001560,,"Hereford St btwn President's Choice Cir & Edgeware",,  43.615559, -79.771767,,,0,,,1
00001570,,"Hereford St n/of Edgeware Rd",,  43.619019, -79.776527,,,0,,,1
00001575,,"Hereford St btwn Edgeware Rd & Steeles Ave",,  43.620510, -79.778549,,,0,,,0
00001640,,"Kensington Rd e/of Central Park Dr",,  43.720219, -79.719841,,,0,,,0
00001650,,"Kensington Rd at Kingscross Rd",,  43.721161, -79.718788,,,0,,,1
00001660,,"Kensington Rd opp Bramalea Medical Centre",,  43.722038, -79.717278,,,0,,,0
00001670,,"Kensington Rd at Bramalea Rd",,  43.722824, -79.715935,,,0,,,0
00001680,,"Bramalea Rd at Knightsbridge Rd - Rte 12 ONLY",,  43.721790, -79.714058,,,0,,,1
00001720,,"Finchgate Blvd at Feston Place",,  43.726265, -79.709160,,,0,,,1
00001730,,"Finchgate Blvd at Queen St E",,  43.727543, -79.712250,,,0,,,1
00001740,,"Glenvale Blvd s/of Gatwick Lane",,  43.729168, -79.714539,,,0,,,0
00001750,,"Glenvale Blvd n/of Greenmount Rd",,  43.730591, -79.715683,,,0,,,0
00001760,,"Glenvale Blvd at Geraldine Crt",,  43.732948, -79.716621,,,0,,,1
00001770,,"Central Park Dr btwn Glenvale Blvd and Graham Crt",,  43.733974, -79.718300,,,0,,,1
00001780,,"Grenoble Blvd n/of Central Park Dr",,  43.733250, -79.720909,,,0,,,1
00001790,,"Grenoble Blvd at Glencastle Square",,  43.734688, -79.721558,,,0,,,0
00001800,,"Grenoble Blvd at Gladstone Square",,  43.736172, -79.721542,,,0,,,0
00001810,,"Grenoble Blvd at Greenbrair Rd",,  43.737423, -79.722801,,,0,,,0
00001815,,"Grenoble Blvd at Williams Pky E",,  43.738503, -79.724930,,,0,,,1
00001840,,"Jordan Blvd at Joshua Crt",,  43.742081, -79.728897,,,0,,,1
00001850,,"Jordan Blvd at Jameson Cres",,  43.743763, -79.730125,,,0,,,0
00001860,,"Jordan Blvd at North Park Dr",,  43.744450, -79.731590,,,0,,,0
00001870,,"North Park Dr at Jayfield Rd",,  43.746387, -79.729904,,,0,,,0
00001880,,"North Park Dr opp Panda Lane",,  43.748287, -79.727585,,,0,,,0
00001890,,"Torbram Rd at Blue Diamond Dr",,  43.751976, -79.730461,,,0,,,1
00001910,,"Torbram Rd n/of Bovaird Dr E",,  43.755108, -79.734619,,,0,,,1
00001920,,"Torbram Rd s/of Peter Robertson Blvd",,  43.756344, -79.736366,,,0,,,1
00001930,,"Torbram Rd n/of Peter Robertson Blvd",,  43.758858, -79.739807,,,0,,,1
00001935,,"Torbram Rd btwn Peter Robertson Blvd & Steeplebush",,  43.760475, -79.741966,,,0,,,1
00001940,,"Torbram Rd at Eagleridge Rd",,  43.761421, -79.743164,,,0,,,1
00001945,,"Torbram Rd btwn Eagleridge Dr & Sandalwood Pky E",,  43.763161, -79.745544,,,0,,,1
00002005,,"Mountainberry Rd at Mount Ranier Cres",,  43.761116, -79.729790,,,0,,,0
00002010,,"Mountainberry Rd w/of Mount Rainer Cres (W)",,  43.761665, -79.727028,,,0,,,1
00002020,,"Mountainberry Rd e/of Mount Rainer Cres (E)",,  43.763401, -79.725754,,,0,,,0
00002030,,"Mountainberry Rd at Snow Leopard Crt (S)",,  43.764774, -79.726990,,,0,,,0
00002040,,"Mountainberry Rd n/of Black Hills Crt",,  43.766258, -79.728592,,,0,,,0
00002050,,"Mountainberry Rd w/of Snow Leopard Crt (N)",,  43.766052, -79.731346,,,0,,,0
00002060,,"Mountainberry Rd at Cougar Crt",,  43.764889, -79.732910,,,0,,,0
00002070,,"Mountainash Rd at Mountainberry Rd",,  43.764282, -79.734604,,,0,,,0
00002110,,"Bovaird Dr E w/of Mountainash Rd",,  43.757694, -79.730659,,,0,,,1
00002120,,"Torbram Rd at Bovaird Dr E",,  43.754990, -79.734970,,,0,,,1
00002125,,"Torbram Rd s/of Bovaird Dr E",,  43.753674, -79.733192,,,0,,,1
00002130,,"Torbram Rd at Prospect Gate",,  43.752113, -79.731087,,,0,,,1
00002140,,"Torbram Rd at North Park Dr",,  43.749454, -79.727501,,,0,,,1
00002150,,"North Park Dr at Panda Lane",,  43.748348, -79.727829,,,0,,,1
00002160,,"North Park Dr at Provincial Place",,  43.746819, -79.729721,,,0,,,1
00002165,,"North Park Dr btwn Provincial Pl & Jamieson Cres",,  43.745502, -79.731308,,,0,,,0
00002170,,"Jordan Blvd at North Park Dr",,  43.744324, -79.731735,,,0,,,0
00002180,,"Jordan Blvd at Joyce Gate",,  43.742981, -79.729591,,,0,,,0
00002190,,"Jordan Blvd at Jefferson Rd",,  43.740185, -79.727562,,,0,,,1
00002210,,"Grenoble Blvd at Glenforest Rd",,  43.737453, -79.723228,,,0,,,1
00002220,,"Grenoble Blvd at Grasspoint Square",,  43.735687, -79.721710,,,0,,,0
00002230,,"Grenoble Blvd n/of Central park Dr",,  43.733639, -79.721451,,,0,,,1
00002240,,"Central Park Dr e/of Greenarrow Crt",,  43.733559, -79.718834,,,0,,,1
00002250,,"Glenvale Blvd s/of Geraldine Crt",,  43.732319, -79.716713,,,0,,,1
00002260,,"Glenvale Blvd at Goldcrest Rd",,  43.730373, -79.715767,,,0,,,1
00002270,,"Glenvale Blvd at Gatwick Rd",,  43.729263, -79.714874,,,0,,,0
00002280,,"Finchgate Blvd s/of Queen St E",,  43.727642, -79.712761,,,0,,,0
00002290,,"Finchgate Blvd n/of Clark Blvd",,  43.726048, -79.708939,,,0,,,1
00002350,,"Kensington Rd w/of Bramalea Rd",,  43.722389, -79.716942,,,0,,,1
00002360,,"Kensington Rd at Kingscross Rd",,  43.721741, -79.718391,,,0,,,0
00002370,,"Kensington Rd at Central Park Dr",,  43.720631, -79.719727,,,0,,,0
00002390,,"Central Park Dr at Knightsbridge Rd",,  43.717999, -79.717934,,,0,,,1
00002410,,"Knightsbridge Rd w/of Central Park Drive",,  43.717560, -79.717957,,,0,,,1
00002430,,"Bramalea Rd n/of Steeles Ave E",,  43.705551, -79.691833,,,0,,,1
00002450,,"Bramalea Rd at East Dr",,  43.706749, -79.693535,,,0,,,1
00002460,,"Bramalea Rd n/of East Dr",,  43.707985, -79.695183,,,0,,,1
00002470,,"Avondale Blvd at Autumn Blvd",,  43.708569, -79.697174,,,0,,,1
00002475,,"Avondale Blvd at Avondale Plaza",,  43.707184, -79.698753,,,0,,,1
00002490,,"Avondale Blvd at Aloma Cres (E)",,  43.706379, -79.700401,,,0,,,0
00002500,,"Avondale Blvd w/of Aloma Cres (W)",,  43.704544, -79.701698,,,0,,,0
00002510,,"Avondale Blvd w/of Athlone Ave (S)",,  43.704277, -79.703224,,,0,,,0
00002540,,"Dixie Rd s/of Clark Blvd",,  43.710094, -79.722084,,,0,,,1
00002550,,"Dixie Rd at Terese Rd",,  43.708164, -79.719467,,,0,,,0
00002560,,"Balmoral Dr e/of Dixie Rd",,  43.706570, -79.715126,,,0,,,1
00002570,,"Balmoral Dr at Braemar Dr",,  43.707840, -79.714172,,,0,,,1
00002580,,"Balmoral Dr at Brookland Dr",,  43.709091, -79.712639,,,0,,,1
00002590,,"Avondale Blvd s/of Balmoral Dr",,  43.709881, -79.710579,,,0,,,1
00002600,,"Avondale Blvd at Brentwood Dr",,  43.707066, -79.709091,,,0,,,0
00002610,,"Avondale Blvd at Birchbank Rd",,  43.704563, -79.706009,,,0,,,0
00002620,,"Avondale Blvd at 135 Avondale Blvd",,  43.704010, -79.703918,,,0,,,0
00002630,,"Avondale Blvd opp Aloma Cres (W)",,  43.704967, -79.701073,,,0,,,0
00002640,,"Avondale Blvd at Victoria Park Arena",,  43.706604, -79.699661,,,0,,,1
00002650,,"Avondale Blvd btwn Birchbank Rd & Athlone Ave",,  43.704712, -79.705971,,,0,,,0
00002660,,"Avondale Blvd at Addington Cres",,  43.706532, -79.708221,,,0,,,1
00002670,,"Avondale Blvd at Balmoral Dr",,  43.710159, -79.710716,,,0,,,1
00002680,,"Balmoral Dr at Brookland Dr",,  43.709476, -79.712379,,,0,,,1
00002690,,"Balmoral Dr e/of Braemar Dr",,  43.708382, -79.713928,,,0,,,1
00002700,,"Balmoral Dr at Dixie Rd",,  43.706146, -79.715851,,,0,,,1
00002710,,"Dixie Rd opp Terese Rd",,  43.708141, -79.718872,,,0,,,1
00002720,,"Dixie Rd at Clark Blvd",,  43.710583, -79.722198,,,0,,,1
00002735,,"Gore Meadows Community Centre",,  43.793678, -79.695587,,,0,place_GOMD,,1
00002740,,"Avondale Blvd at Bramalea Rd",,  43.708691, -79.696747,,,0,,,0
00002750,,"Bramalea Rd opp East Dr",,  43.707794, -79.695274,,,0,,,0
00002760,,"Bramalea Rd at Orenda Rd",,  43.706051, -79.692940,,,0,,,1
00002770,,"Bramalea Rd s/of Steeles Ave E",,  43.704227, -79.689842,,,0,,,1
00002816,,"Westwood Mall Terminal Route 14 Stop",,  43.721470, -79.640327,,,0,,,1
00002817,,"Westwood Mall Terminal Route 30 Stop",,  43.721321, -79.640488,,,0,,,1
00002820,,"Goreway Dr s/of Morning Star Dr",,  43.720024, -79.640694,,,0,,,1
00002830,,"Goreway Dr at Jolliffe Ave",,  43.719090, -79.639343,,,0,,,0
00002840,,"Goreway Dr at Etude Dr",,  43.717121, -79.636620,,,0,,,1
00002850,,"Goreway Dr n/of Dorcas St",,  43.715073, -79.633904,,,0,,,1
00002855,,"Goreway Dr n/of Derry Rd",,  43.713676, -79.632080,,,0,,,1
00002870,,"Derry Rd at Legion Rd",,  43.709717, -79.636269,,,0,,,1
00002880,,"Derry Rd e/of Hull St (opp Malton GO Station)",,  43.706856, -79.639488,,,0,,,0
00002890,,"Derry Rd w/of Airport Rd",,  43.703163, -79.643272,,,0,,,1
00002900,,"Derry Rd at Harrow St",,  43.701462, -79.645439,,,0,,,1
00002910,,"Derry Rd w/of Cattrick St",,  43.699406, -79.647713,,,0,,,1
00002920,,"Torbram Rd n/of Derry Rd",,  43.694805, -79.653061,,,0,,,1
00002925,,"Derry Rd w/of Torbram Rd",,  43.694088, -79.653275,,,0,,,1
00002930,,"Torbram Rd n/of Lucknow Dr",,  43.696297, -79.655128,,,0,,,0
00002940,,"Torbram Rd n/of Anson Dr",,  43.698147, -79.657593,,,0,,,0
00002950,,"Torbram Rd at Drew Rd",,  43.699272, -79.659164,,,0,,,1
00002960,,"Torbram Rd at Kimbel St",,  43.701778, -79.662552,,,0,,,0
00002970,,"Torbram Rd n/of Kimbel St (opp 7450 Torbram Rd)",,  43.703846, -79.665321,,,0,,,0
00002980,,"Torbram Rd at Rena Rd",,  43.705410, -79.667480,,,0,,,1
00002990,,"Torbram Rd n/of Rena Rd (at 7615 Torbram Rd)",,  43.707275, -79.669952,,,0,,,0
00002995,,"Torbram Rd at 7795 Torbram Rd",,  43.710064, -79.673691,,,0,,,1
00003000,,"Torbram Rd at Steeles Ave E",,  43.713879, -79.678780,,,0,,,0
00003010,,"Torbram Rd n/of Steeles Ave E",,  43.714993, -79.680244,,,0,,,1
00003020,,"Torbram Rd at Walker Dr",,  43.716938, -79.683296,,,0,,,1
00003030,,"Torbram Rd n/of Bramhurst Ave",,  43.720203, -79.687798,,,0,,,0
00003040,,"Torbram Rd opp 8458 Torbram Rd",,  43.722591, -79.691032,,,0,,,0
00003050,,"Torbram Rd at 8555 Torbram Rd",,  43.725124, -79.694382,,,0,,,0
00003055,,"Torbram Rd at Clark Blvd",,  43.727245, -79.697243,,,0,,,1
00003070,,"Torbram Rd at 8705 Torbram Rd",,  43.729824, -79.700775,,,0,,,0
00003075,,"Torbram Rd at 8875 Torbram Rd (Zellers Entrance)",,  43.731071, -79.702469,,,0,,,0
00003080,,"Torbram Rd at Queen St E",,  43.733681, -79.705925,,,0,,,1
00003100,,"Torbram Rd at Corporation Dr",,  43.738308, -79.712212,,,0,,,1
00003110,,"Torbram Rd opp Gatewood Dr",,  43.742195, -79.717407,,,0,,,0
00003120,,"Torbram Rd at Williams Pky E",,  43.743778, -79.719437,,,0,,,0
00003130,,"Torbram Rd opp Jardine St",,  43.746994, -79.723785,,,0,,,0
00003140,,"Torbram Rd n/of North Park Dr",,  43.749462, -79.727119,,,0,,,1
00003220,,"Torbram Rd at Sandalwood Pky E",,  43.765045, -79.748085,,,0,,,1
00003355,,"Torbram Rd btwn Sandalwood Pky E and Steeplebush",,  43.763298, -79.746201,,,0,,,1
00003360,,"Torbram Rd at Steeplebush Ave",,  43.761681, -79.744019,,,0,,,1
00003370,,"Torbram Rd btwn Steeplebush Ave & Peter Robertson",,  43.758675, -79.739914,,,0,,,0
00003380,,"Torbram Rd at Peter Robertson Blvd",,  43.757072, -79.737755,,,0,,,1
00003430,,"Torbram Rd at Jardine St",,  43.746902, -79.724068,,,0,,,1
00003440,,"Torbram Rd at Williams Pky E",,  43.744331, -79.720627,,,0,,,1
00003450,,"Torbram Rd at Gatewood Dr",,  43.742172, -79.717766,,,0,,,0
00003460,,"Torbram Rd at Central Park Dr",,  43.738789, -79.713257,,,0,,,1
00003470,,"Torbram Rd at Grenadier Rd",,  43.736408, -79.710098,,,0,,,0
00003475,,"Torbram Rd at Grenadier Rd",,  43.736168, -79.709343,,,0,,,0
00003480,,"Torbram Rd s/of Queen St E",,  43.733532, -79.706200,,,0,,,1
00003500,,"Torbram Rd at 8875 Torbram Rd",,  43.731354, -79.703209,,,0,,,0
00003510,,"Torbram Rd opp 8705 Torbram Rd",,  43.729546, -79.700737,,,0,,,0
00003520,,"Torbram Rd at Clark Blvd",,  43.727539, -79.698067,,,0,,,1
00003530,,"Torbram Rd at 8500 Torbram Rd",,  43.724678, -79.694168,,,0,,,0
00003540,,"Torbram Rd at 8460 Torbram Rd",,  43.722111, -79.690735,,,0,,,0
00003550,,"Torbram Rd s/of Balmoral Dr",,  43.719368, -79.687042,,,0,,,1
00003560,,"Torbram Rd at East Dr",,  43.717182, -79.684097,,,0,,,1
00003570,,"Torbram Rd at Steeles Ave E",,  43.714760, -79.680550,,,0,,,0
00003580,,"Torbram Rd s/of Steeles Ave E",,  43.713772, -79.679115,,,0,,,0
00003590,,"Torbram Rd opp 7795 Torbram Rd",,  43.710209, -79.674347,,,0,,,1
00003595,,"Torbram Rd n/of Rena Rd",,  43.706585, -79.669418,,,0,,,1
00003600,,"Torbram Rd at Rena Rd",,  43.705471, -79.667992,,,0,,,0
00003610,,"Torbram Rd n/of Kimbel St",,  43.702820, -79.664436,,,0,,,0
00003620,,"Torbram Rd at Kimbel St",,  43.701782, -79.662956,,,0,,,1
00003630,,"Torbram Rd at Drew Rd",,  43.699268, -79.659576,,,0,,,0
00003640,,"Torbram Rd at Anson Dr",,  43.697659, -79.657455,,,0,,,0
00003650,,"Torbram Rd at Lucknow Dr",,  43.696018, -79.655197,,,0,,,0
00003660,,"Torbram Rd n/of Derry Rd",,  43.695107, -79.654068,,,0,,,0
00003670,,"Derry Rd at Cattrick St",,  43.699375, -79.647240,,,0,,,0
00003680,,"Derry Rd at Airport Rd",,  43.702606, -79.643456,,,0,,,0
00003690,,"Derry Rd e/of Hull St (Malton GO Station)",,  43.706448, -79.639450,,,0,,,0
00003700,,"Derry Rd at Professional Court",,  43.709427, -79.636238,,,0,,,0
00003710,,"Goreway Dr n/of Derry Rd",,  43.714233, -79.632195,,,0,,,1
00003720,,"Goreway Dr at Dorcas St",,  43.715149, -79.633499,,,0,,,0
00003730,,"Goreway Dr at Etude Dr",,  43.717125, -79.636162,,,0,,,1
